"name","games","gs","mpg","fg","fga","fgp","two","twoa","twop","three","threea","threep","ft","fta","ftp","orb","drb","trb","apg","spg","bpg","tpg","pfpg","ppg","sos","allstar"
"Sundiata Gaines",123,123,31.7,4.1,10,0.411,3.1,6.7,0.464,1,3.3,0.303,2.7,4.6,0.591,1.9,3.6,5.5,3.9,2.1,0.2,2.6,2.1,11.9,6.88,0
"Chad Gallagher",124,77,31.7,6.5,11.9,0.551,6.4,11.7,0.551,0.1,0.2,0.545,2.8,3.9,0.72,NA,NA,7.2,1,0.6,1.5,2.5,3.2,16,3,0
"Langston Galloway",133,132,35.5,4.9,11.3,0.438,2.4,5.2,0.452,2.6,6.1,0.426,2.5,3.1,0.821,1,3.5,4.5,2.2,1.3,0.5,1.2,2.5,15,4.21,0
"Kevin Gamble",65,34,17.3,3,5.8,0.529,NA,NA,0.617,NA,NA,0.329,1.2,1.7,0.697,NA,NA,3.2,1.3,0.8,0.1,1,1.7,7.6,8.63,0
"Ruben Garces",65,34,24.2,3.7,7.2,0.519,3.7,7.2,0.519,0,0,NA,0.9,2.2,0.41,NA,NA,7.6,0.7,0.8,1.3,NA,NA,8.4,8.88,0
"Francisco Garcia",98,80,28.1,4.7,10.5,0.448,2.9,5.5,0.519,1.8,5,0.369,3.2,3.7,0.849,1.2,2.7,3.9,3.5,1.5,1.4,2.4,2.7,14.4,6.66,0
"Thomas Gardner",89,57,27.4,4.1,10.3,0.396,2.1,4.4,0.477,2,6,0.336,1.8,2.3,0.777,0.9,1.7,2.6,1.5,0.7,0,2,2.1,12,8.14,0
"Patricio Garino",129,117,30.1,4.4,8.7,0.508,3.6,6.5,0.556,0.8,2.2,0.364,2.4,3.6,0.671,1.6,2.8,4.3,1.7,1.7,0.7,2.2,2.6,12,3.74,0
"Gary Garland",108,NA,NA,4.9,11.2,0.441,NA,NA,NA,NA,NA,NA,1.4,1.7,0.796,NA,NA,4.5,3.6,NA,NA,NA,1.8,11.2,3.14,0
"Chris Garner",123,104,31.8,2.7,6.3,0.428,2.2,4.4,0.499,0.5,1.9,0.262,1,1.7,0.559,NA,NA,3.1,5.2,2.6,0.2,3,2.3,6.9,6.2,0
"Bill Garnett",115,NA,34.4,5,9.1,0.548,NA,NA,NA,NA,NA,NA,3.9,5,0.77,NA,NA,7.3,1.9,NA,NA,NA,3.2,13.9,3.62,0
"Marlon Garnett",106,32,28.8,4.1,9.3,0.443,2.2,4.4,0.496,2,5,0.398,2.4,3.1,0.787,NA,NA,3.3,1.5,0.7,0.1,NA,NA,12.7,2.57,0
"Dean Garrett",63,61,30.3,5.5,10.2,0.538,5.5,10.2,0.538,0,0,NA,2.5,3.8,0.672,NA,NA,8.5,0.5,0.5,3,1.2,2.8,13.6,9.38,0
"Diante Garrett",128,99,30.9,3.9,9.7,0.407,3.2,7.1,0.447,0.8,2.6,0.297,2,2.7,0.729,0.3,2.5,2.8,4.8,1.2,0.2,2.8,1.6,10.7,6.64,0
"Tom Garrick",120,99,30.3,4.9,10.3,0.474,NA,NA,0.477,NA,NA,0.444,2.9,3.8,0.784,NA,NA,3.8,3.4,1.7,0.4,2.2,2.7,13.1,-0.34,0
"John Garris",94,37,17.4,4,7,0.579,NA,NA,NA,NA,NA,NA,2.3,3.2,0.716,NA,NA,4.9,0.3,0.4,1.4,1.3,2.5,10.4,7.19,0
"Kiwane Garris",116,111,32.8,4.9,12,0.411,3.3,7.5,0.439,1.6,4.5,0.363,5.3,6.4,0.83,NA,NA,3.3,4.3,1.4,0,2.3,2.2,16.8,8.32,0
"Pat Garrity",111,111,32.9,6.7,13.8,0.488,5.8,11.3,0.516,0.9,2.5,0.358,4.4,5.9,0.747,NA,NA,7,2,0.8,0.6,3.1,2.8,18.8,6.81,0
"Chris Gatling",85,30,31.3,8.2,13.5,0.606,8.2,13.5,0.607,0,0,0,4.9,7.1,0.689,NA,NA,10.1,0.9,1.7,2.3,2.9,3.3,21.3,1.04,1
"Kenny Gattison",122,111,28.8,5.2,9.4,0.552,NA,NA,NA,NA,NA,NA,3,4.5,0.65,NA,NA,7.7,0.7,0.9,1,2.1,2.6,13.3,4.08,0
"Rudy Gay",64,59,29.8,5,10.8,0.461,4.1,8.5,0.483,0.9,2.3,0.378,2.8,3.8,0.721,1.9,4,5.9,1.8,1.3,1.7,2.2,2.3,13.6,7.1,0
"Andrew Gaze",38,37,32.6,4.5,8.8,0.509,2,3,0.673,2.5,5.8,0.425,2.2,3,0.726,NA,NA,4.5,2.9,0.9,0.5,2.1,2.8,13.6,9.16,0
"Michael Gbinije",120,61,25.5,3.4,7.5,0.454,2.1,4.1,0.511,1.3,3.4,0.387,1.7,2.6,0.639,0.8,2.3,3.1,2.6,1.3,0.3,1.6,2.1,9.8,8.27,0
"Reggie Geary",127,101,28,2.5,5.7,0.432,1.6,3.1,0.501,0.9,2.6,0.347,1.2,2,0.589,NA,NA,2.7,4.4,1.6,0.6,2.4,2.8,7,8.99,0
"Alonzo Gee",128,104,28.6,4.7,10.4,0.447,3.8,7.6,0.491,0.9,2.8,0.325,2.5,4,0.632,2.4,3.3,5.7,1.3,1.2,0.4,2.1,2.1,12.7,6,0
"Matt Geiger",120,87,25.6,4.5,8.3,0.545,4.5,8.3,0.55,0,0.1,0,2.3,3.3,0.687,NA,NA,6.1,1,0.5,1.1,2.3,3,11.4,8.5,0
"Paul George",63,63,33.9,5.1,11.4,0.447,3.1,6.5,0.485,1.9,4.9,0.396,3.4,4.2,0.803,1.9,4.8,6.7,2.4,2,0.9,2.7,2.8,15.5,1.13,1
"Tate George",128,116,31.5,3.5,7.7,0.448,3.2,6.8,0.465,0.3,0.9,0.322,2.5,3.3,0.773,NA,NA,3.3,5.3,1.6,0.2,2.3,2.5,9.7,6.26,0
"Marcus Georges-Hunt",130,129,30.9,4.4,10.1,0.433,3.4,7.3,0.474,0.9,2.9,0.329,3.6,4.8,0.749,1.5,2.9,4.5,2.2,0.9,0.2,1.7,2.4,13.3,7.08,0
"Gus Gerard",52,NA,29.9,7.5,15.8,0.474,NA,NA,NA,NA,NA,NA,3,4.2,0.708,NA,NA,9.3,1.3,NA,NA,2.7,3.5,17.9,6.3,0
"Derrick Gervin",80,74,30.9,8.1,14.9,0.548,NA,NA,NA,NA,NA,NA,4.9,6.2,0.78,NA,NA,8.6,1.2,0.9,0.8,2.4,3.1,21.1,-3.86,0
"John Gianelli",81,NA,NA,7.8,14.8,0.526,NA,NA,NA,NA,NA,NA,5,6.9,0.721,NA,NA,16.4,NA,NA,NA,NA,2.9,20.5,-2.5,0
"Daniel Gibson",68,68,33,4.3,10.5,0.411,1.8,3.9,0.451,2.6,6.6,0.387,2.5,3.4,0.741,0.8,2.8,3.6,3.5,1.5,0.3,2.4,2.5,13.8,7.28,0
"Jonathan Gibson",131,96,24.5,4,9.3,0.436,2.1,4.3,0.48,2,5,0.398,1.7,2.2,0.758,0.4,1.6,1.9,1.8,1,0,1.6,1.9,11.8,0.16,0
"Taj Gibson",105,104,32.7,4.8,8.2,0.58,4.8,8.2,0.58,0,0,NA,2.9,4.6,0.629,2.9,5.6,8.5,1.4,0.7,2.4,2.5,3.1,12.4,8.54,0
"Trey Gilder",62,32,22,4.9,9.8,0.497,4.5,8.2,0.54,0.4,1.5,0.263,4,5.1,0.783,NA,NA,4.7,1.5,1.2,0.6,2.4,2,14.1,-3.8,0
"Eddie Gill",61,61,35.3,4.4,10.8,0.41,2.2,5.1,0.431,2.2,5.7,0.391,4,4.7,0.866,NA,NA,5,5.6,2.9,0.3,3.4,NA,15.1,0.33,0
"Kendall Gill",117,70,25.4,4.5,8.9,0.501,3.8,7,0.535,0.7,1.9,0.374,2.4,3.2,0.755,NA,NA,2.8,3,1.9,0.3,1.8,1.7,12,10.18,0
"Ben Gillery",52,40,8.1,0.8,1.5,0.557,0.8,1.5,0.557,0,0,NA,0.4,0.9,0.467,NA,NA,2,0.1,0.2,0.3,0.4,1.3,2.1,8.22,0
"Artis Gilmore",54,NA,NA,9.9,17.3,0.574,NA,NA,NA,NA,NA,NA,4.4,7.2,0.615,NA,NA,22.7,1.7,NA,10.3,NA,2.6,24.3,-0.17,1
"Jack Givens",123,32,30.3,6.9,13.3,0.515,NA,NA,NA,NA,NA,NA,2.9,3.6,0.798,NA,NA,6.4,2.2,NA,NA,NA,2.4,16.6,7.74,0
"Mickell Gladness",85,83,26.8,2.6,5.8,0.442,2.6,5.8,0.445,0,0,0,2.1,3.2,0.667,1.6,5.4,7,0.5,0.6,4.7,1.6,2.6,7.3,-11.93,0
"Gerald Glass",60,60,36.3,10.2,19.9,0.511,8.7,16,0.544,1.5,3.9,0.377,4.3,5.8,0.736,NA,NA,8.1,3,2.7,1,3,3.3,26.1,6.24,0
"Mike Glenn",104,29,32.8,8.2,14.4,0.571,NA,NA,NA,NA,NA,NA,1.6,1.8,0.875,NA,NA,2.5,NA,NA,NA,NA,2,18.1,1.56,0
"Dion Glover",33,33,35.2,6.7,15.2,0.441,5.4,10.2,0.525,1.4,5,0.271,3.6,5.6,0.64,NA,NA,5,2.6,2.1,0.2,3.6,2,18.4,8.7,0
"Mike Gminski",122,NA,33.9,7.4,13.9,0.531,NA,NA,NA,NA,NA,NA,4.3,5.4,0.792,NA,NA,10.2,1,0.8,2.9,2.3,2,19,8.26,0
"Dan Godfread",102,92,27.1,5.6,9.3,0.6,NA,NA,0.603,NA,NA,0.5,2.4,3.4,0.695,NA,NA,7.2,0.8,0.2,2.2,1.6,3,13.6,0.61,0
"Anthony Goldwire",57,56,36.9,5,11.9,0.417,3.9,8.2,0.472,1.1,3.7,0.294,4.6,5.8,0.796,NA,NA,3.4,5.9,2,0.1,3.5,2.4,15.6,2,0
"Ryan Gomes",116,115,35.1,6.8,13,0.519,6.1,11,0.549,0.7,2,0.352,4.2,5.3,0.789,3.3,5.5,8.9,2.3,1.6,0.4,2.3,2.1,18.4,7.37,0
"Glen Gondrezick",115,NA,28.6,4.6,9.8,0.474,NA,NA,NA,NA,NA,NA,2.1,2.9,0.727,NA,NA,7.2,2.2,NA,NA,1.8,3.2,11.4,1.05,0
"Grant Gondrezick",102,4,20.1,3.6,7.2,0.504,NA,NA,NA,NA,NA,NA,1.8,2.3,0.773,NA,NA,3,2.1,0.7,0.1,1.4,1.9,9.1,1.36,0
"Drew Gooden",98,64,26.2,6.1,12.3,0.493,5.9,11.7,0.503,0.2,0.6,0.306,3.3,4.7,0.698,3,6.2,9.2,1.6,1.1,1.1,2.6,2.5,15.6,9.39,0
"Gail Goodrich",89,NA,NA,7.2,15,0.476,NA,NA,NA,NA,NA,NA,4.7,6.7,0.702,NA,NA,4.7,NA,NA,NA,NA,2.6,19,6.01,1
"Steve Goodrich",112,54,24.9,4.2,7.1,0.588,3.6,5.7,0.638,0.6,1.4,0.388,1.8,2.6,0.695,NA,NA,3.6,2.1,0.6,0.8,2.3,2.2,10.8,-4.24,0
"Archie Goodwin",33,33,31.8,4.8,10.8,0.44,4.2,8.9,0.478,0.5,1.9,0.266,4.1,6.4,0.637,1.5,3.2,4.6,2.7,1.1,0.5,3.1,2.9,14.1,5.81,0
"Aaron Gordon",38,38,31.2,5,10.1,0.495,4.6,8.9,0.513,0.4,1.2,0.356,2,4.7,0.422,2.7,5.3,8,2,0.9,1,1.4,2.4,12.4,9.04,0
"Ben Gordon",106,74,31,5.6,12.7,0.44,3.2,7.2,0.452,2.3,5.5,0.423,3.5,4.4,0.795,0.8,3.1,3.9,4.1,1.2,0.2,2.8,2.3,16.9,7.66,0
"Drew Gordon",101,59,23,4,7.4,0.541,4,7.4,0.541,0,0,0.5,1.9,2.7,0.69,2.6,5.5,8,0.7,0.7,1,1.7,2.4,10,5.82,0
"Eric Gordon",32,32,34.7,5.8,13.3,0.433,3.6,6.8,0.525,2.2,6.5,0.337,7.2,8.7,0.834,0.7,2.5,3.3,2.4,1.3,0.6,3.6,2.2,20.9,6.08,0
"Lancaster Gordon",134,103,29.3,5.1,10.1,0.504,NA,NA,0.52,NA,NA,NA,1.9,2.5,0.751,NA,NA,2.9,2.7,1.4,0.3,2.4,1.9,12,6.9,0
"Andrew Goudelock",140,124,32.8,6.8,14.9,0.457,4,8.1,0.494,2.8,6.8,0.413,1.9,2.2,0.838,0.6,2.7,3.3,3,0.9,0.3,2.2,1.5,18.4,-2.92,0
"Ricky Grace",72,72,32.7,4.5,9.9,0.454,2.5,4.8,0.528,2,5.1,0.385,2.1,3,0.7,NA,NA,3.4,6.5,2.5,0.2,3,3.1,13,7.75,0
"Greg Graham",132,77,24.7,3.8,7.5,0.514,3,5.6,0.538,0.8,1.9,0.439,3.5,4.6,0.766,NA,NA,3.1,2.3,1.1,0.3,1.8,2,12,10.52,0
"Joey Graham",128,109,26.1,4.7,8.8,0.527,4.1,7.4,0.557,0.6,1.5,0.378,3.1,3.9,0.809,1.6,3.6,5.2,1.6,0.8,0.3,2.2,2.9,13,1.32,0
"Paul Graham",110,61,29.3,7.4,14.7,0.508,NA,NA,0.528,NA,NA,0.372,4.5,5.8,0.78,NA,NA,5.5,2.6,1.8,0.6,2.5,NA,19.7,-1.57,0
"Stephen Graham",119,33,15.6,2.1,4.6,0.458,1.6,3.3,0.487,0.5,1.3,0.385,1.5,2,0.747,0.7,1.7,2.5,1.2,0.5,0.1,1.3,1.5,6.2,1.32,0
"Treveon Graham",140,102,25.4,4.4,10.2,0.432,3,6.2,0.483,1.4,4,0.354,3.2,4.6,0.691,2.1,3.7,5.8,1.4,0.8,0.2,1.4,2.1,13.4,4.01,0
"Jim Grandholm",114,94,26.4,3.5,7.2,0.486,NA,NA,0.498,NA,NA,0.313,2.3,3.1,0.739,NA,NA,6.6,1.7,0.6,0.8,1.2,2.7,9.4,1.92,0
"Danny Granger",95,82,28.4,5.6,11.2,0.496,4.7,9,0.529,0.8,2.2,0.366,4.7,6.3,0.753,2.5,5.7,8.2,1.6,1.6,1.9,2.3,3.2,16.7,1.79,1
"Stewart Granger",125,NA,29.3,4,7.8,0.51,NA,NA,NA,NA,NA,NA,2.5,3.3,0.744,NA,NA,1.7,4.8,1.4,NA,3.2,2.5,10.5,4.31,0
"Brian Grant",117,27,29.9,5.6,9.4,0.594,5.6,9.4,0.595,0,0,0.333,3.5,5.1,0.676,NA,NA,9.2,1.2,0.8,1.1,2.3,2.8,14.7,1.1,0
"Gary Grant",129,128,32.9,6.9,13.1,0.528,NA,NA,0.547,NA,NA,0.461,2.7,3.5,0.79,NA,NA,3.5,5.7,2.3,0.2,3.3,2.7,17.2,9.01,0
"Harvey Grant",101,75,28.9,6.3,11.8,0.537,NA,NA,0.547,NA,NA,0.2,2.5,3.6,0.713,NA,NA,8.2,1.1,1,0.7,1.2,2.3,15.2,7.01,0
"Horace Grant",122,94,27.6,5.4,9,0.598,NA,NA,0.657,NA,NA,0.5,3.1,4.4,0.704,NA,NA,8,1.7,0.9,0.7,1.8,2.8,13.9,5.45,1
"Jerami Grant",72,29,21.9,2.6,5.3,0.486,2.5,5.1,0.496,0.1,0.3,0.3,2.2,3.5,0.641,1.7,2.9,4.7,0.9,0.6,0.5,0.9,1.8,7.5,7.91,0
"Jerian Grant",119,117,36.4,4.7,10.7,0.436,3.2,6.4,0.498,1.5,4.4,0.345,3.8,4.8,0.79,0.4,2.5,2.9,5.8,1.5,0.3,2.2,1.8,14.6,6.88,0
"Josh Grant",131,94,29.2,5.5,11.2,0.494,4.4,8.2,0.537,1.2,3.1,0.378,3,3.6,0.827,NA,NA,8.1,3,1.5,0.8,2.3,2.6,15.3,4.01,0
"Paul Grant",116,42,16.8,2.4,4.9,0.498,2.4,4.9,0.5,0,0,0,1.4,2,0.699,NA,NA,3.4,0.4,0.2,0.8,1.4,2.2,6.3,8.1,0
"Butch Graves",103,26,35.6,7.9,15.9,0.499,NA,NA,NA,NA,NA,NA,4.5,6.6,0.676,NA,NA,5.1,3.1,NA,NA,NA,3.2,20.3,-5.85,0
"Aaron Gray",113,68,20.9,3.8,7,0.55,3.8,7,0.55,0,0,NA,2.1,3.6,0.595,2.5,4.5,7,1.3,0.4,1.2,1.6,2.1,9.8,6.94,0
"Devin Gray",94,58,27.2,5.8,10.6,0.546,5.6,10,0.559,0.2,0.5,0.3,2.4,4.2,0.563,NA,NA,5.6,1.1,1.5,0.5,1.9,2.9,14.1,7.62,0
"Ed Gray",81,64,29.3,6.4,15.2,0.422,4.8,10,0.485,1.6,5.2,0.302,4,5.1,0.773,NA,NA,3.4,1.8,1.6,0.2,2.4,2.7,18.3,8.08,0
"Evric Gray",92,53,23.2,4,8.2,0.492,3.1,5.6,0.564,0.9,2.6,0.336,2.2,3.2,0.684,NA,NA,5.6,2.2,0.8,1,2,2.8,11.1,3.71,0
"Josh Gray",94,60,22.3,2.8,7.1,0.392,2.4,5.3,0.453,0.4,1.8,0.216,1.3,2,0.651,0.4,1.8,2.2,2.9,1.3,0,2.4,2,7.3,5.65,0
"Stuart Gray",78,74,25.9,3.1,5.4,0.573,NA,NA,NA,NA,NA,NA,1.3,2.3,0.564,NA,NA,6.5,0.5,0.3,0.8,1.3,2.7,7.5,5.4,0
"Sylvester Gray",39,36,28.8,5.5,10.2,0.543,5.5,10.1,0.544,0,0,0,1.5,3,0.517,NA,NA,7.6,1,1.2,1.4,2.1,2.6,12.6,5.32,0
"Jeff Grayer",125,124,35.5,7.8,14.8,0.526,NA,NA,0.531,NA,NA,0.329,4.2,6.1,0.686,NA,NA,7.3,2,1.6,0.5,2,2.6,20,7.37,0
"Danny Green",145,39,19.9,3.4,7.4,0.455,2.1,4.1,0.522,1.3,3.4,0.375,1.4,1.6,0.845,1.4,2.7,4.1,1.8,1.1,1.1,1.4,1.9,9.4,8.39,0
"Devin Green",123,117,31.2,5,11,0.452,3.8,7.5,0.5,1.2,3.5,0.347,3.1,4.3,0.736,2,4.2,6.2,2.2,1.4,0.6,2.8,2.5,14.3,-9.78,0
"Draymond Green",145,66,25,3.7,8,0.467,3.1,6.3,0.496,0.6,1.7,0.361,2.3,3.4,0.687,2,5.6,7.6,2.9,1.2,0.8,1.9,2.7,10.5,9.76,1
"Erick Green",129,89,28.3,4.6,10.5,0.437,3.5,7.3,0.48,1.1,3.2,0.338,3.2,4,0.804,0.5,2.1,2.6,2.5,1.2,0.2,1.4,1.6,13.5,5.99,0
"JaMychal Green",123,114,27.2,5,9.6,0.519,5,9.5,0.524,0,0.1,0.176,3.5,4.9,0.711,3,4.4,7.4,1.2,1,1.7,2.5,3.2,13.5,5.52,0
"Jeff Green",102,102,33.2,4.8,9.7,0.488,3.9,7.3,0.531,0.9,2.4,0.359,2.7,3.9,0.7,2.1,4.4,6.5,3.1,0.9,1.2,2.5,2.5,13.1,7.65,0
"Kenny Green",84,63,30.3,6.2,11.5,0.543,NA,NA,0.554,NA,NA,NA,2.4,3.7,0.662,NA,NA,6.6,0.9,0.6,1.1,1.9,2.6,14.9,7.34,0
"Litterial Green",116,55,32.2,5.8,13.9,0.418,4,9.2,0.43,1.9,4.7,0.395,4.7,6.4,0.737,NA,NA,2.5,4,1.3,0.1,2.7,2.3,18.2,7.05,0
"Mike Green",80,NA,NA,10.1,17.5,0.581,NA,NA,NA,NA,NA,NA,4.2,5.7,0.731,NA,NA,16.1,NA,NA,NA,NA,2.6,24.4,NA,0
"Rickey Green",60,59,NA,8.2,16.8,0.487,NA,NA,NA,NA,NA,NA,3.4,4.4,0.776,NA,NA,3.3,4.2,NA,NA,2.4,2.5,19.7,7.21,1
"Sean Green",88,8,31.1,6.9,15.7,0.442,5.4,11,0.491,1.6,4.7,0.331,2.5,3.5,0.717,NA,NA,4.5,0.9,1.5,0.4,2.2,1.9,18,0.26,0
"Sidney Green",119,60,33,6.9,13,0.531,NA,NA,0.553,NA,NA,0.333,3.6,4.9,0.723,NA,NA,10.7,1.3,1,NA,NA,3.3,17.4,3.55,0
"Taurean Green",111,79,29.2,2.9,7.1,0.401,1.2,2.8,0.419,1.7,4.3,0.389,3.2,3.7,0.857,0.3,1.9,2.2,3.6,1.1,0.1,2.5,1.6,10.6,6.65,0
"Willie Green",124,119,30,5.2,11.4,0.461,4.3,8.6,0.495,1,2.8,0.352,2.9,3.8,0.757,1,3.1,4.2,2.2,0.9,0.3,2,2.3,14.3,0.88,0
"Donte Greene",35,35,35.8,6.2,14.9,0.418,3.7,7.4,0.492,2.6,7.5,0.345,2.7,3.8,0.707,1.7,5.5,7.2,2,1.3,1.6,2.6,2.9,17.7,7.96,0
"Hal Greer",71,NA,NA,7.5,13.7,0.545,NA,NA,NA,NA,NA,NA,4.4,5.8,0.759,NA,NA,10.8,NA,NA,NA,NA,2.8,19.4,-4.03,1
"Lynn Greer",137,77,30.6,4.8,12,0.403,2.6,6.4,0.407,2.2,5.6,0.398,3.4,4,0.852,NA,NA,2.6,3.2,1.4,0.1,1.9,1.8,15.3,8.16,0
"Claude Gregory",110,88,31,6,13.6,0.44,NA,NA,NA,NA,NA,NA,3.9,5.4,0.727,NA,NA,8.2,1,1.1,0.8,3.6,3.4,15.9,8.72,0
"John Greig",81,62,25.2,4,8.2,0.495,NA,NA,NA,NA,NA,NA,3.1,3.8,0.819,NA,NA,5.4,1.8,0.8,0.1,2.3,3.6,11.2,5.9,0
"Kevin Grevey",84,NA,33.2,9.2,17.7,0.517,NA,NA,NA,NA,NA,NA,3.1,4,0.778,NA,NA,6.5,1.9,NA,NA,NA,3.3,21.4,6.25,0
"Adrian Griffin",123,89,26.7,4.4,8.8,0.506,4.3,8.2,0.522,0.2,0.6,0.278,2.4,3.7,0.654,NA,NA,6.5,2.2,1.7,0.5,1.9,2.2,11.5,8.75,0
"Blake Griffin",68,63,30.9,7.1,11.5,0.618,7.1,11.4,0.622,0,0.1,0.3,4.5,7.7,0.589,3.6,8.3,11.8,2.1,1.1,1,2.8,2.5,18.8,7.37,1
"Eddie Griffin",30,30,32.6,6.9,16,0.429,5.5,11.7,0.469,1.4,4.3,0.32,2.7,3.6,0.734,3.1,7.6,10.8,1.6,0.9,4.4,2.2,2.4,17.8,6.03,0
"Paul Griffin",105,100,NA,4,7.1,0.567,NA,NA,NA,NA,NA,NA,2.2,3.4,0.657,NA,NA,9.6,2.5,NA,NA,NA,3.2,10.3,0.63,0
"Taylor Griffin",129,78,22.3,2.3,4.9,0.468,2.2,4.5,0.493,0.1,0.5,0.22,1.9,2.6,0.721,1.7,3,4.8,1,0.9,0.8,1.4,2.5,6.6,7.19,0
"Darrell Griffith",126,NA,30.9,7.8,14.9,0.523,NA,NA,NA,NA,NA,NA,2.9,4.2,0.697,NA,NA,4.6,3,NA,NA,3.5,2.7,18.5,4.53,0
"Derek Grimm",117,70,22.4,2.8,5.8,0.486,1.6,2.9,0.553,1.2,2.9,0.418,2.2,2.7,0.813,NA,NA,4.4,0.9,0.6,0.3,1.2,2.7,9,7.36,0
"Dick Groat",82,NA,NA,8.3,20.4,0.409,NA,NA,NA,NA,NA,NA,6.4,8.7,0.735,NA,NA,7.6,7.6,NA,NA,NA,3.6,23,-5.92,0
"Bob Gross",66,NA,NA,4.2,8.6,0.495,NA,NA,NA,NA,NA,NA,2.6,3.1,0.826,NA,NA,6.5,3.2,NA,NA,NA,2.7,11.1,-0.1,0
"Anthony Grundy",121,99,29.4,4.9,11.3,0.432,3.5,7.2,0.489,1.4,4.1,0.333,2.5,3.5,0.709,NA,NA,4.4,2.9,2,0.2,2.3,2,13.6,8.33,0
"Ernie Grunfeld",101,NA,NA,8.6,17,0.506,NA,NA,NA,NA,NA,NA,5.1,6.5,0.789,NA,NA,6.6,2.4,NA,NA,NA,3,22.3,5.7,0
"Petur Gudmundsson",81,NA,14.5,2.7,5.2,0.511,NA,NA,NA,NA,NA,NA,1.4,1.9,0.718,NA,NA,4.3,NA,NA,NA,NA,NA,6.7,5.4,0
"Richie Guerin",21,NA,NA,8.1,19.3,0.422,NA,NA,NA,NA,NA,NA,8.4,11.9,0.711,NA,NA,10.9,NA,NA,NA,NA,2.8,24.7,1.15,1
"Tom Gugliotta",112,90,29.3,5,10.6,0.476,3.4,6.6,0.516,1.6,4,0.408,2,3,0.668,NA,NA,7.3,2.1,1.5,0.6,2.1,2.2,13.7,9.16,1
"Jorge Gutierrez",129,79,26.6,3.2,7.4,0.43,2.5,5.5,0.461,0.7,1.9,0.34,2.5,3.4,0.737,0.7,3.1,3.8,3.3,1.1,0.1,2.1,2.4,9.6,7.29,0
"Scott Haffner",116,86,28.9,5.1,10.7,0.475,NA,NA,0.532,NA,NA,0.431,2.6,3,0.872,NA,NA,2.9,3.5,0.9,0.3,1.7,2.2,15,2.25,0
"Cliff Hagan",77,NA,NA,7.4,17.3,0.425,NA,NA,NA,NA,NA,NA,4.4,6.3,0.7,NA,NA,13.4,2.8,NA,NA,NA,3.3,19.2,-0.18,1
"Glenn Hagan",104,NA,NA,5.4,11.4,0.476,NA,NA,NA,NA,NA,NA,2.6,3.5,0.735,NA,NA,3.4,NA,NA,NA,NA,2.4,13.4,-0.2,0
"Malik Hairston",117,115,31.2,5.2,10.4,0.504,4,7.2,0.551,1.2,3.1,0.395,2.4,3.7,0.643,2,3.1,5.1,2.1,0.6,0.6,2,2.5,14.1,6.87,0
"Marcus Haislip",89,25,17.1,3.1,5.9,0.53,2.7,4.7,0.568,0.4,1.1,0.373,1.7,2.5,0.705,1.2,2.2,3.4,0.5,0.3,1.3,1.1,2.4,8.4,9.79,0
"Jack Haley",86,53,18.3,1.2,2.9,0.425,NA,NA,0.467,NA,NA,NA,1.2,1.9,0.636,NA,NA,4.4,0.6,0.2,0.3,1.2,2.6,3.7,5.93,0
"Mike Hall",117,110,31.9,3.6,7.4,0.484,2.7,5.1,0.532,0.9,2.3,0.378,2.4,3.1,0.77,3.1,4.8,7.9,1.8,1,0.4,1.3,2.2,10.4,2.05,0
"Darvin Ham",90,60,22.9,3.2,5.4,0.597,3.2,5.4,0.598,0,0,0,1.6,3.3,0.498,NA,NA,5.1,1,0.8,0.2,1.5,2.7,8.1,1.47,0
"Steve Hamer",104,91,27.9,5,8.9,0.558,5,8.8,0.562,0,0.1,0.273,3.6,5.5,0.661,NA,NA,7.2,0.7,0.4,1.2,2.1,2.6,13.6,8.58,0
"Daniel Hamilton",71,71,31.6,4.2,10.9,0.384,2.9,7.1,0.409,1.3,3.9,0.337,2,2.6,0.772,1,7.3,8.3,4.2,1,0.4,2.3,2.1,11.7,5.25,0
"Jordan Hamilton",93,38,14.8,1.5,3.5,0.425,0.9,1.6,0.547,0.6,1.9,0.324,0.7,1,0.753,0.5,0.9,1.4,0.5,0.3,0.3,0.7,1.7,4.3,-6.72,0
"Justin Hamilton",113,81,25.1,2.6,5.4,0.489,2,3.3,0.589,0.7,2.1,0.331,0.9,1.2,0.739,0.8,1.8,2.6,2.7,1.5,0.3,1.3,1.8,6.9,8.04,0
"Richard Hamilton",103,103,31.8,6.7,15.7,0.426,4.4,9.7,0.456,2.3,6.1,0.378,4,4.9,0.826,NA,NA,4.5,2.6,1.3,0.3,2.5,2,19.8,8.25,1
"Roy Hamilton",108,NA,33.5,5,9.7,0.519,NA,NA,NA,NA,NA,NA,2.5,3.6,0.685,NA,NA,2.3,4.7,NA,NA,NA,1.7,12.5,5.72,0
"Steve Hamilton",43,4,9.4,0.3,1.2,0.208,0.2,1.1,0.213,0,0.1,0.167,0.6,1.1,0.542,NA,NA,1,1,0.2,0,1.2,0.7,1.1,-11.41,0
"Tang Hamilton",123,93,24.3,4,8.4,0.475,2.9,5,0.575,1.1,3.3,0.324,1.6,2.3,0.689,NA,NA,5.5,0.8,0.7,0.4,1.4,1.7,10.6,5.6,0
"Zendon Hamilton",114,87,31.3,5.1,10.8,0.475,5.1,10.7,0.478,0,0.1,0,5.6,8,0.704,NA,NA,8.3,0.5,0.6,0.8,2.8,2.2,15.9,7.93,0
